wbic,Secchi_satellite,Secchi,Calcium,Conductance,Alkalinity,pH,totalP,Color,Dissolved OC,MEI
998200,3.290782747,2.1,NA,22,12,5.8,NA,4,NA,NA
998300,4.987127231,4.8,NA,12,5,5.9,NA,4,NA,NA
998400,4.419727399,4.5,0.69,12.4,1.1925,5.77,NA,4,NA,NA
998500,6.092437538,3.725,1.0215,14.73333333,2.037166667,6.486666667,0.021,4,NA,NA
998600,3.444592581,2.1,NA,34,13,6.8,NA,4,NA,NA
998700,NA,4,NA,11,2,6.2,NA,4,NA,NA
998800,4.013391345,4.55,1.198,21.75,4.620833333,6.02,0.0165,4,NA,NA
998900,3.372923587,3.9,NA,14,2,5.6,NA,4,NA,6.666666667
999000,NA,5,NA,12,3,5.6,NA,4,NA,NA
999100,4.877393038,3.9,NA,15,2,6,NA,4,NA,NA
999200,1.414078324,NA,2,19,3,6.7,0.092,4,NA,NA
999300,4.773954239,3,NA,70,24,6.5,NA,1,NA,NA
999400,2.903801559,0.9,NA,31,16,6.7,NA,4,NA,NA
999500,3.677391657,3.6,NA,15,1,5.6,NA,4,NA,NA
999600,1.142017037,2.4,NA,56,25,6.5,NA,4,NA,NA
999700,3.932235927,2.4,NA,24,8,5.9,NA,1,NA,NA
999800,2.485049632,1.2,NA,59,32,6.2,NA,1,NA,NA
999900,NA,4,NA,22,5,6.8,NA,4,NA,NA
1000000,3.483715499,3.3,NA,16,3,5.8,NA,4,NA,NA
1000100,3.139494685,2.1,NA,48,21,7,NA,1,NA,NA
1000200,NA,2,NA,21,7,5.7,NA,1,NA,NA
1000300,NA,2,NA,53,7,6.5,NA,4,NA,NA
1000400,2.453976287,3.6,1.307,18.3,2.72975,6.32,NA,4,NA,NA
1000500,3.224427437,4.2,NA,17,3,6.2,NA,4,NA,NA
1000600,NA,NA,NA,271,152,6.6,NA,4,NA,NA
1000800,1.595851302,0.9,6,120,47.5,7.85,0.015,5,NA,NA
1000900,2.114869966,1.8,1.725,21.8,6.15,6.07,NA,4,NA,NA
1001000,4.056372158,6,1.6,24.15,9.03325,6.085,NA,4,NA,NA
1001100,2.687753803,3.3,2.5,20,7.9375,6.35,0.014,4,NA,NA
1001200,3.030505405,3,NA,17,2,5.7,NA,4,NA,NA
1001300,4.197512538,4.975,1.199,16.33333333,1.741166667,6.326666667,0.009,4,NA,NA
1001400,4.165231601,4.45,0.735,14.93333333,1.766125,5.475,0.015,4,NA,NA
1001500,1.650847858,1.8,NA,17,2,6.2,NA,4,NA,NA
1001600,3.826964714,2.1,NA,19,5,6.6,NA,4,NA,NA
1001700,2.767616753,2.4,NA,17,3,6.9,NA,4,NA,NA
1001800,3.328947647,4.2,NA,20,9,6,NA,4,NA,NA
1001900,3.540529812,3,NA,15,2,6.5,NA,4,NA,NA
1002000,2.799360124,4.5,NA,23,2,7,NA,4,NA,NA
1002100,2.287596537,1.25,3.31,38.05,7.8,6.65,0.015,1,NA,NA
1002200,3.607495368,3.9,NA,15,2,5.8,NA,4,NA,NA
1002300,3.441621967,3.3,1.233,20.75,2.15125,5.52,0.013,4,NA,NA
1002400,3.423473298,5.1,1.25,19.35,1.736,5.875,0.015,4,NA,NA
1002500,NA,4,NA,34,2,6.1,NA,4,NA,NA
1002600,3.522715951,2.7,NA,22,5,6,NA,2,NA,NA
1002700,3.189631465,1.2,NA,31,4,5.4,NA,1,NA,NA
1002800,3.245054248,5.4,1.079,16.5,2.03325,5.705,0.01,4,NA,NA
1002900,3.52814082,3.9,1.188,19.75,1.223,5.57,0.011,4,NA,NA
1003000,2.024525394,1.8,1.633,19.35,2.65475,5.98,0.025,4,NA,NA
1003100,3.399804157,2.4,NA,15,1,5.8,NA,4,NA,NA
1003200,2.641372578,0.9,NA,30,5,5.3,NA,3,NA,NA
1003300,3.975835662,1.2,NA,26,8,7.2,NA,1,NA,NA
1003400,3.512262357,0.9,NA,39,11,5.7,NA,3,NA,NA
1003500,3.354166308,NA,NA,26,2,7.1,NA,4,NA,NA
1003600,NA,7,NA,19,4,5.5,NA,2,NA,NA
1003700,4.455927819,3.6,0.808,14.1,1.3425,6.135,0.015,4,NA,NA
1003800,NA,1,NA,38,12,6,NA,4,NA,NA
1003900,4.946343946,4.5,0.962,14.9,1.261333333,5.606666667,0.017,4,NA,NA
1004000,3.090767969,3.6,NA,14,5,7.3,NA,4,NA,NA
1004100,NA,2,NA,24,4,6.2,NA,1,NA,NA
1004200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1004300,4.444012056,1.5,NA,56,9,6.9,NA,1,NA,NA
1004400,2.547374839,3.05,1.993,21.9,8.4925,7.093333333,0.015,4,NA,NA
1004500,5.496236378,5.7,0.9,14.6,1.32875,5.605,0.013,4,NA,3.743589744
1004600,4.859632236,4.5,1.575,17.6,4.3025,6.67,0.015,4,NA,NA
1004700,3.505661422,1.95,1.1865,18.93333333,0.8345,5.396666667,0.0185,4,NA,NA
1004800,5.229154285,6,NA,14,2,6.4,NA,4,NA,NA
1004900,4.584782661,3.7,0.99,15.95,2.25,6.41,0.01,4,NA,NA
1005000,4.359399618,1.2,NA,30,3,5.6,NA,3,NA,NA
1005100,2.680915464,1.075,4.51,41.95,17.4,6.615,0.036,NA,NA,NA
1005200,NA,NA,NA,165,13,6.7,NA,4,NA,NA
1005300,3.342951134,NA,NA,8,5,5.3,NA,4,NA,NA
1005400,2.182414633,1.8,NA,165,77,6.6,NA,4,NA,45.83333333
1005500,4.845828876,2.4,NA,21,6,5.5,NA,4,NA,NA
1005600,2.686101173,2.7,NA,143,24,6.8,NA,4,NA,47.66666667
1005700,2.762419793,2.4,NA,59,26,7.5,NA,4,NA,NA
1005800,4.010350297,4.4,1.916333333,19.37575758,3.858333333,6.954028213,0.0125,4,NA,3.799168153
1005900,2.809956851,5.1,NA,20,4,6.4,NA,4,NA,4.444444444
1006000,NA,1,NA,35,9,5.4,NA,2,NA,NA
1006100,1.172792395,1.2,NA,97,27,8.6,NA,4,NA,NA
1006200,NA,4,NA,9,2,6.4,NA,4,NA,NA
1006300,1.773505325,1.3,1.4,26.5,5.191333333,6.143333333,0.02,3,NA,NA
1006400,2.251397077,0.6,NA,22,7,6,NA,1,NA,NA
1006500,0.72310856,1.5,NA,109,86,9.6,NA,4,NA,NA
1006600,4.705586733,1.125,4.44,36.45,12.3,6.68,0.006,2,NA,NA
1006700,NA,NA,NA,22,14,6.3,NA,2,NA,NA
1006800,1.125952425,0.9,NA,42,19,6.9,NA,4,NA,NA
1006900,NA,2,NA,15,2,6.5,NA,1,NA,NA
1007000,4.104931114,4.8,NA,15,3,6.8,NA,4,NA,NA
1007100,3.681479022,0.9,NA,41,9,5.7,NA,2,NA,NA
1007200,3.264781176,3,NA,173,5,6.5,NA,4,NA,NA
1007300,2.882972088,0.6,NA,23,3,6.6,NA,3,1.9,NA
1007400,NA,4,NA,24,6,6.4,NA,4,NA,NA
1007500,4.978228274,5.4,1.189,16.35,5.94825,6.2,0.015,4,NA,2.868421053
1007600,4.750191656,7.783333333,1.553,18.925,6.53125,6.665,0.013,4,NA,NA
1007700,1.878351295,3,NA,16,8,7,NA,4,NA,NA
1007800,2.675434814,3,NA,15,3,6.8,NA,4,NA,NA
1007900,4.265516577,2.975,1.26,18.65,2.875,6,0.013,4,NA,NA
1008000,3.372326759,2.1,1.7315,41.65,4.6525,6.023333333,0.0175,1,NA,NA
1008100,5.592308144,6.6,1.317,17.4,2.261,6.355,0.019,4,NA,NA
1008200,2.77972321,2.4,3.3,50.5,16.2475,7.16,0.02,4,NA,NA
1008300,2.617589188,1.8,NA,21,6,6.6,NA,4,NA,NA
1008400,3.896214315,6.3,0.839,13.35,1.339,6.39,NA,4,NA,NA
1008500,3.615885665,3.15,1,17,2.5,6.25,0.033,4,NA,NA
1008600,NA,2,NA,28,11,6.2,NA,1,9.5,NA
1008700,4.394718404,3.9,NA,16,2,5.5,NA,4,NA,NA
1008800,3.176474251,2.4,NA,12,3,6.4,NA,4,NA,NA
1008900,3.312597446,0.9,3,33,5.5,6.2,0.008,1,NA,NA
1009000,3.2083256,0.975,1.18,21.85,1.8,5.11,0.022,1,NA,NA
1009100,4.417469696,5.1,NA,25,3,6.9,NA,4,NA,NA
1009200,NA,1,NA,22,6,5.4,NA,1,NA,NA
1009300,0.730054956,NA,NA,NA,NA,NA,NA,NA,NA,NA
1009400,3.947559335,1.8,1.4,23,4.5635,6.975,0.01,4,NA,NA
1009500,3.490250919,3.325,1.19,17.75,5.2225,5.96,0.022,4,NA,NA
1009550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1009600,4.568294264,3.9,NA,12,5,6.4,NA,4,NA,NA
1009700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1009800,3.874282095,3.6,NA,17,4,5.2,NA,4,NA,NA
1009900,4.781363579,10.5,0.904,12.95,1.0205,5.605,NA,4,NA,NA
1010000,NA,2,NA,21,6,6.1,NA,4,NA,NA
1010100,3.041522741,2.9,1.667,19.35,3.5775,5.666666667,0.018,1,NA,4.03125
1010200,NA,2,NA,17,3,5.8,NA,1,NA,NA
1010300,3.182112235,1.8,NA,18,4,6.4,NA,1,NA,NA
1010400,NA,2,NA,19,3,5.1,NA,4,NA,NA
1010500,3.933999217,1.8,NA,20,3,5.4,NA,4,NA,NA
1010600,3.381221411,3.6,NA,29,5,6.4,NA,4,NA,NA
1010700,2.78208485,3,NA,55,17,6.5,NA,4,NA,NA
1010800,4.794153091,4.2,NA,21,6,7.6,NA,4,NA,NA
1010900,2.598203116,1.8,NA,15,5,5.4,NA,4,NA,NA
1011000,NA,3,NA,22,5,5.5,NA,1,NA,NA
1011100,3.224879097,4.5,NA,14,4,6.8,NA,4,NA,NA
1011200,3.358352773,3.6,NA,17,4,6.8,NA,4,NA,NA
1011300,3.72232134,3,0.62,12.9,1.15,5.32,0.015,4,NA,NA
1011400,2.149402982,1.2,NA,14,9,5.5,NA,1,NA,NA
1011500,NA,NA,NA,24,7,6.1,NA,1,NA,NA
1011600,0.655276058,0.6,NA,208,75,8.4,NA,5,NA,NA
1011700,NA,5,NA,23,5,6.4,NA,4,NA,NA
1011800,3.365045488,2.7,NA,16,2,5.3,NA,4,NA,NA
1011900,2.782965485,5.4,NA,17,4,6.6,NA,4,NA,NA
1012000,1.838195431,3,NA,200,120,9.1,NA,4,NA,83.33333333
1012100,1.798530859,1.85,3.15,39.55,9.038333333,7.06,0.024,1,NA,14.64814815
1012200,3.315720646,2.675,2.92,32.1,12.325,6.97,0.012,4,NA,NA
1012300,5.067551607,5.1,NA,15,2,6.2,NA,4,NA,NA
1012500,1.080123631,1.5,NA,179,96,8.9,NA,4,NA,NA
1012600,NA,3,NA,29,2,5.4,NA,4,NA,NA
1012700,NA,3,NA,15,1,5.4,NA,4,NA,NA
1012800,NA,1,NA,25,3,5,NA,3,NA,NA
1012900,NA,1,NA,32,13,6.1,NA,1,NA,NA
1013000,3.465733122,3,1.967,25.7,3.041,6.625,0.013,4,NA,NA
1013100,NA,4,NA,14,3,6.7,NA,4,NA,NA
1013200,4.195486584,6.6,NA,20,5,6.6,NA,4,NA,NA
1013300,2.68496025,1.875,1.24,16.35,4.575,6.25,0.015,4,NA,NA
1013500,4.084133046,6,NA,16,2,5,NA,4,NA,NA
1013600,1.435497548,2.1,1.633,50.4,20.709,6.65,0.018,4,NA,NA
1013700,2.951788113,2.7,1.2,16.55,3.0255,6.565,0.024,4,NA,NA
1013800,3.842500998,4.8,5.3,49,18.9275,7.475,0.013,4,NA,10.88888889
1013900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1014000,5.819795779,5.35,1.87,17.73333333,4.908166667,6.71,0.014,4,NA,NA
1014100,NA,2,NA,18,8,7.2,NA,1,NA,NA
1014200,2.367657021,2.7,NA,20,5,6.2,NA,1,NA,6.666666667
1014300,2.381154928,2.7,7.9,65.75,28.7375,7.52,0.025,4,NA,NA
1014400,NA,NA,NA,15,15,6.1,NA,1,NA,NA
1014500,3.429891497,3.3,NA,60,21,6.3,NA,4,NA,NA
1014600,3.224310002,3,NA,12,5,6,NA,4,NA,NA
1014700,4.788712118,5.1,NA,16,3,7.1,NA,4,NA,NA
1014750,3.478465098,3.3,NA,18,NA,NA,NA,NA,NA,NA
1014800,3.781923886,1.8,NA,16,8,7,NA,1,NA,NA
1014900,NA,3,0.7,15.9,2.322,6.59,NA,4,NA,NA
1015000,NA,1,NA,185,68,7.2,NA,4,NA,NA
1015100,4.469241867,3.3,NA,16,3,6.8,NA,4,NA,NA
1015200,3.494246846,0.9,NA,30,5,6.9,NA,1,NA,NA
1015300,1.451074976,1.8,NA,39,2,7.3,NA,1,NA,NA
1015500,4.476940642,5.75,1.57,18.4,9.256666667,6.673333333,0.01,4,NA,2.358974359
1015600,NA,NA,NA,19,2,5.8,NA,0,NA,NA
1015700,1.074324368,NA,NA,NA,NA,NA,NA,NA,NA,NA
1015800,6.346650262,5,1.6835,24.8,1,5.713333333,0.0085,4,NA,NA
1015900,3.964434279,4.2,NA,42,16,7.1,NA,4,NA,NA
1016000,3.195766371,4.8,NA,15,1,5.3,NA,4,NA,NA
1016100,3.760804578,3.9,NA,17,6,6,NA,4,NA,5.151515152
1016200,3.182224286,4.7,0.767,14.1,2.0465,5.263333333,0.01,4,NA,NA
1016300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1016400,2.131315896,NA,NA,50,18,6.4,NA,1,NA,NA
1016500,3.141079315,2.4,NA,15,2,5.3,NA,1,NA,NA
1016600,NA,3,NA,16,7,5.9,NA,4,NA,NA
1016700,3.612967389,3.2,0.7,17.26666667,2.964,5.53,0.013166667,4,NA,NA
1016800,3.906611491,1.2,NA,11,2,5.8,NA,2,5.27,2.444444444
1016900,NA,2,NA,18,6,5,NA,4,NA,NA
1017000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1017100,NA,2,NA,21,9,4.9,NA,1,NA,NA
1017200,1.174067623,1.8,NA,842,66,8.6,NA,4,NA,NA
1017300,NA,3,NA,59,9,8,NA,4,NA,NA
1017400,3.422360488,4.8,2.41,27.05,9.265,6.645,0.014,4,NA,NA
1017500,3.747951772,3.175,1.01,12.2,3.3075,5.91,0,4,NA,NA
1017600,3.501359863,3.6,NA,19,2,7,NA,4,NA,NA
1017700,4.694124737,6.3,NA,15,4,5.4,NA,4,NA,NA
1017800,2.642701876,2.7,1.105,26.15,1.85975,5.665,0.013,4,NA,NA
1017900,2.860650015,4.5,NA,24,4,5.9,NA,4,NA,NA
1018100,NA,2,NA,30,16,6.4,NA,1,NA,NA
1018200,4.17166786,4.8,NA,19,50,6.4,NA,4,NA,NA
1018300,NA,3.6,NA,31,11,7,NA,4,NA,NA
1018400,4.866645907,2.1,2.095,23.9,6.765,6.226666667,0.013,1,NA,7.966666667
1018500,3.291165397,1.2,2.893,28.2,8.745,7.1,0.054,4,NA,9.4
1018600,1.653901346,3.6,NA,55,19,NA,NA,4,NA,NA
1018700,2.753000568,2.7,NA,17,4,7.3,NA,4,NA,NA
1018800,NA,2,NA,23,7,5.9,NA,1,NA,NA
1018900,3.130587922,2.1,1.362,16.46666667,4.77,6.946666667,0.023,4,NA,NA
1019000,3.124226469,2.733333333,0.75,16.3,2.48525,5.73,0.02,4,NA,NA
1019100,NA,1,NA,172,46,6.3,NA,4,NA,NA
1019200,2.224057672,2.7,NA,27,9,7,NA,1,NA,NA
1019300,NA,2,NA,21,3,6.1,NA,4,NA,NA
1019400,1.95731942,2.4,NA,22,2,5.5,NA,4,NA,NA
1019500,4.959263604,4.5,5.2,51.63333333,18.68666667,7.286666667,0.007,4,NA,7.823232323
1019600,3.431299401,4.5,NA,17,4,6.3,NA,4,NA,NA
1019700,3.427494523,1.8,NA,126,10,5.7,NA,1,NA,NA
1019800,3.130163343,3.3,1.2825,16.21666667,2.843333333,6.686666667,0.0205,4,NA,NA
1019900,3.714601037,0.9,NA,27,6,6.1,NA,1,NA,NA
1020000,2.797586006,2.575,1.01,15.45,2.7,6.305,0.017,4,NA,NA
1020200,5.491576981,2.7,NA,19,6,7.1,NA,4,NA,NA
1020300,7.020594086,6.483333333,NA,37,17,7.7,NA,4,NA,3.737373737
1020400,4.939394429,4.675,1.4885,21.56666667,0.394666667,5.29,0.0185,4,NA,NA
1020500,3.519023231,3.6,4.1,36,12.9925,7.35,0.018,4,NA,NA
1020600,3.603346535,2.6,1.78,19.96666667,4.887666667,6.583333333,0.014,4,NA,NA
1020700,2.961286426,3.3,NA,18,4,5.4,NA,4,NA,NA
1020800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1020900,4.139612967,4.65,1.2545,15.48333333,3.137166667,6.646666667,0.0175,4,NA,3.44074074
1021000,4.187018764,4.5,0.8,15.3,2.241,6.055,NA,4,18.35,NA
1021100,2.667546895,2.1,NA,19,5,6.1,NA,4,NA,NA
1021200,1.898419584,0.3,NA,19,5,6.5,NA,3,NA,NA
1021300,NA,2,NA,54,23,6.5,NA,1,NA,NA
1021400,NA,4,NA,18,6,6,NA,4,NA,NA
1021500,NA,1,NA,32,11,6.6,NA,4,NA,NA
1021600,NA,3,NA,58,7,6.4,NA,4,NA,NA
1021800,3.552899928,3,1.13,19,4.025,6.65,0.006,4,NA,NA
1021900,NA,2,NA,20,8,5.8,NA,4,NA,NA
1022000,4.483419541,1.2,NA,19,5,5.8,NA,2,NA,NA
1022100,2.94187949,3.25,4.02,39,14.0025,6.84,0.013,4,NA,NA
1022200,3.606632321,2.1,NA,60,4,4.9,NA,1,NA,NA
1022300,3.766582962,3,0.883,15.8,3.624,6.575,0.033,4,NA,5.266666667
1022400,NA,2,NA,19,4,6,NA,4,NA,NA
1022500,3.1563845,3.3,NA,31,13,6.6,NA,1,NA,NA
1022600,3.253344162,2.4,NA,20,6,6.2,NA,4,NA,NA
1022700,4.023692529,3.766666667,0.9975,15.66666667,2.0475,5.605,0.017333333,4,NA,NA
1022800,3.523568948,3,NA,19,4,7,NA,4,NA,NA
1022900,3.356843793,2.386,2.5325,31.27,9.7475,6.9125,0.015666667,4,NA,10.42333333
1023000,4.008211838,3.9,NA,23,3,5.2,NA,4,NA,NA
1023100,4.390344806,4.5,1.458,16.1,2.28925,6.625,0.013,4,NA,NA
1023200,NA,NA,NA,53,11,6.2,NA,4,NA,NA
1023300,3.417738262,2.7,1.002,13.3,2.156,5.83,NA,4,NA,6.333333333
1023400,NA,1,NA,61,23,6.8,NA,5,NA,NA
1023500,3.014059263,1.8,1.033,33.9,5.414,6.195,0.02,1,NA,NA
1023600,4.373082094,2.7,NA,23,6,7.2,NA,4,NA,NA
1023700,3.167810164,3.3,NA,18,3,5.2,NA,4,NA,NA
1023800,NA,1,NA,204,99,7.4,NA,NA,NA,NA
1023900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1024000,NA,1,NA,376,127,7.2,NA,1,NA,NA
1024100,NA,1,NA,144,83,7.4,NA,1,NA,NA
1024200,NA,1,NA,221,115,8.3,NA,1,NA,NA
1024800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1024900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1025100,NA,1,NA,235,128,7.5,NA,2,NA,NA
1025200,NA,0.3,NA,172,82,8.5,NA,3,NA,NA
1025400,NA,NA,NA,254,123,8,NA,2,NA,NA
1025900,NA,NA,NA,382,240,7.6,NA,4,NA,NA
1026000,NA,NA,NA,251,140,8.7,NA,2,NA,NA
1026200,NA,NA,NA,290,108,7.5,NA,3,NA,NA
1026460,NA,1,NA,133,76,8.4,NA,2,NA,NA
1026500,NA,NA,NA,317,148,8,NA,1,NA,NA
1026700,NA,1,NA,211,92,8.2,NA,1,NA,NA
1027200,NA,2,NA,160,42,9.2,NA,4,NA,NA
1027300,NA,1,NA,205,110,8.7,NA,5,NA,NA
1027400,NA,NA,NA,258,138,8.6,NA,2,NA,NA
1027500,NA,NA,NA,258,126,7.6,NA,2,NA,NA
1027600,NA,NA,NA,327,176,8.4,NA,3,NA,NA
1028300,NA,NA,NA,282,131,8,NA,1,NA,NA
1028500,NA,NA,NA,216,97,7.8,NA,2,NA,NA
1028700,NA,NA,NA,267,117,8,NA,2,NA,NA
1028800,1.338653783,1.5,NA,130,50,6.4,NA,4,NA,NA
1029000,NA,2,NA,305,70,6.6,NA,4,NA,NA
1029200,NA,1,NA,272,104,7.2,NA,1,NA,NA
1029500,NA,NA,NA,354,161,7.5,NA,2,NA,NA
1030400,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA
1030600,NA,1,NA,94,27,8.8,NA,1,NA,NA
1030700,0.969414042,0.6,NA,109,28,8.8,NA,1,NA,NA
1030800,1.650863495,3.3,NA,296,73,9.1,NA,4,NA,NA
1031000,NA,2,NA,338,46,7.4,NA,4,NA,NA
1031100,1.140951093,2.1,NA,204,57,9.2,NA,4,NA,NA
1031200,NA,2,NA,160,54,9.4,NA,4,NA,NA
1031900,NA,0.9,NA,48,18,8.7,NA,4,11.9,NA
1032200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1032300,NA,2,NA,23,54,7.6,NA,4,NA,NA
1032400,NA,1,NA,120,29,8,NA,4,NA,NA
1032500,1.618743951,3,NA,115,25,8,NA,4,NA,NA
1033100,NA,0.6,NA,37,NA,NA,NA,NA,NA,NA
1033200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1033300,3.575968903,0.6,NA,36,NA,NA,NA,NA,NA,NA
1033400,2.07864174,0.6,NA,24,NA,NA,NA,NA,NA,NA
1034000,NA,1,NA,200,106,8.5,NA,5,NA,NA
1034100,NA,2,NA,167,30,7.2,NA,4,NA,NA
1034500,NA,1,NA,52,23,7.6,NA,4,NA,NA
1034600,NA,1,NA,36,14,7,NA,4,NA,NA
1034700,NA,0.6,NA,42,22,7.3,NA,1,NA,NA
1035100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1035500,NA,1,NA,125,43,7.7,NA,1,NA,NA
1035800,NA,1,NA,79,10,8,NA,1,NA,NA
1036000,NA,1,NA,108,41,7.8,NA,1,NA,NA
1036400,1.804403554,3.6,NA,347,135,8.5,NA,4,NA,NA
1036600,NA,2,NA,51,12,7.8,NA,3,NA,NA
1037200,NA,2,NA,74,17,8.1,NA,4,NA,NA
1037300,NA,2,NA,119,19,8,NA,4,NA,NA
1037400,NA,1,NA,58,13,8.2,NA,2,NA,NA
1037900,2.51339986,2.1,NA,94,22,8,NA,1,NA,NA
1038200,NA,1,NA,29,3,6.4,NA,3,NA,NA
1038300,0.5787583,0.9,NA,69,14,7.7,NA,2,NA,NA
1038400,NA,1,NA,137,29,5.7,NA,4,NA,NA
1038431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1038433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1038435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1038800,NA,5,NA,117,28,5.9,NA,4,NA,NA
1039000,NA,NA,NA,29,7,6.8,NA,1,NA,NA
1039100,0.907149286,1.8,NA,202,117,7.1,NA,1,NA,NA
1039200,NA,1,NA,24,7,6.3,NA,1,NA,NA
1039500,NA,1,NA,52,20,7.4,NA,1,NA,NA
1039700,NA,1,NA,56,28,6.8,NA,2,NA,NA
1040900,NA,NA,NA,72,28,5.5,NA,4,NA,NA
1041000,NA,1,NA,46,13,5.3,NA,1,NA,NA
1041400,NA,1,NA,68,27,7.2,NA,1,5.7,NA
1041500,NA,2,NA,51,18,6.8,NA,2,NA,NA
1042000,NA,NA,NA,133,60,6.7,NA,1,NA,NA
1042100,2.051806129,1.2,NA,89,39,6.7,NA,1,NA,NA
1042200,0.805920344,NA,NA,133,63,6.7,NA,4,NA,NA
1042500,NA,NA,NA,216,250,5.8,NA,4,NA,NA
1045000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1045200,NA,NA,NA,33,10,6.4,NA,1,NA,NA
1046200,NA,NA,NA,19,7,7,NA,4,NA,NA
1046400,NA,NA,NA,24,6,6.2,NA,4,NA,NA
1047000,0.552679439,NA,NA,16,NA,NA,NA,NA,NA,NA
1047100,NA,NA,NA,14,7,6.7,NA,4,NA,NA
1047300,NA,NA,NA,20,6,7.8,NA,4,NA,NA
1047400,0.898112416,2.1,NA,33,11,7.6,NA,4,NA,NA
1048300,NA,2,NA,24,3,5.5,NA,1,NA,NA
1048500,NA,1,NA,37,4,4.6,NA,3,NA,NA
1048800,NA,4,NA,31,12,6.3,NA,4,NA,NA
1048900,NA,1,NA,36,8,6.9,NA,2,NA,NA
1049700,2.994242679,1.5,NA,14,8,5.9,NA,1,NA,NA
1050200,NA,1,NA,28,10,5.3,NA,3,NA,NA
1050500,NA,NA,NA,47,21,6.9,NA,1,NA,NA
1050700,NA,1,NA,16,7,5.6,NA,2,NA,NA
1051000,NA,1,NA,21,10,5.8,NA,1,NA,NA
1051200,NA,NA,NA,30,15,6.2,NA,2,NA,NA
1051300,NA,NA,NA,26,9,6.8,NA,1,NA,NA
1052500,NA,2,NA,28,6,6.7,NA,1,NA,NA
1052800,NA,2,NA,18,9,6.8,NA,4,NA,NA
1052900,NA,1,NA,41,5,6,NA,3,NA,NA
1053500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1053600,NA,1,NA,48,4,5.6,NA,2,NA,NA
1053800,NA,1,NA,25,14,4.7,NA,1,NA,NA
1054100,NA,1,NA,33,5,4.6,NA,1,NA,NA
1055500,NA,1,NA,28,5,6.3,NA,1,NA,NA
1056700,NA,1,NA,45,6,4.8,NA,1,NA,NA
1057200,NA,1,NA,119,1,4.3,NA,3,NA,NA
1057700,NA,1,NA,46,5,5.1,NA,4,NA,NA
1058300,NA,1,NA,24,4,5.8,NA,1,NA,NA
1058500,NA,1,NA,51,2,4.7,NA,2,NA,NA
1058700,NA,NA,NA,228,2,4.5,NA,3,NA,NA
1058900,NA,1,NA,46,5,5.1,NA,2,NA,NA
1059000,5.16340734,1.2,NA,56,5,5,NA,1,NA,NA
1060400,NA,3,NA,18,5,5.7,NA,4,NA,NA
1060600,NA,1,NA,114,38,6.9,NA,1,NA,NA
1060700,NA,2,NA,21,10,6.3,NA,4,NA,NA
1061300,NA,1,NA,104,4,4.3,NA,2,NA,NA
1061400,NA,2,NA,27,5,5.6,NA,4,NA,NA
1061900,NA,2,NA,22,5,5.5,NA,4,NA,NA
1062200,NA,1,NA,44,13,5.8,NA,4,NA,NA
1062500,NA,2,NA,35,4,5.4,NA,1,NA,NA
1062900,NA,1,NA,38,12,5.9,NA,4,NA,NA
1063100,NA,1,NA,37,8,5.9,NA,2,NA,NA
1063600,NA,1,NA,50,9,5.8,NA,1,NA,NA
1063700,NA,2,NA,24,3,5.6,NA,1,NA,NA
1063800,NA,2,NA,14,2,5.3,NA,1,NA,NA
1065400,NA,2,NA,16,5,5.1,NA,1,NA,NA
1065600,NA,2,NA,27,4,5,NA,2,NA,NA
1066200,NA,2,NA,24,8,5.6,NA,2,NA,NA
1066700,NA,1,NA,26,2,5.4,NA,1,NA,NA
1067000,1.030900587,1.5,NA,30,3,4.8,NA,4,NA,NA
1067300,NA,0.9,NA,44,7,5,NA,1,NA,NA
1067400,NA,1,NA,38,13,5.3,NA,2,NA,NA
1067800,NA,1,NA,27,3,5.3,NA,1,NA,NA
1067900,1.833229177,1.8,NA,19,6,6.3,NA,1,NA,NA
1068200,NA,1,NA,31,7,5.3,NA,2,NA,NA
1068300,NA,1,NA,115,46,6.3,NA,1,NA,NA
1068400,NA,1,NA,43,12,6.2,NA,4,NA,NA
1068900,2.619815489,3.3,NA,23,3,5.5,NA,4,NA,NA
1069100,NA,1,NA,28,5,5.7,NA,2,NA,NA
1069600,NA,3,NA,73,42,6,NA,4,NA,NA
1069750,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA
